date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
5/7/1993,Bangladesh,Sri Lanka,3,0,FIFA World Cup qualification,Dubai,United Arab Emirates,TRUE
5/7/1993,Hong Kong,Bahrain,2,1,FIFA World Cup qualification,Beirut,Lebanon,TRUE
5/7/1993,Lebanon,India,2,2,FIFA World Cup qualification,Beirut,Lebanon,FALSE
5/7/1993,United Arab Emirates,Japan,1,1,FIFA World Cup qualification,Al Ain,United Arab Emirates,FALSE
5/8/1993,USA,Colombia,1,2,Friendly,Miami,USA,FALSE
5/9/1993,Bahrain,Korea Republic,0,0,FIFA World Cup qualification,Beirut,Lebanon,TRUE
5/9/1993,Canada,Mexico,1,2,FIFA World Cup qualification,Toronto,Canada,FALSE
5/9/1993,El Salvador,Honduras,2,1,FIFA World Cup qualification,San Salvador,El Salvador,FALSE
5/9/1993,Lebanon,Hong Kong,2,2,FIFA World Cup qualification,Beirut,Lebanon,FALSE
5/11/1993,India,Hong Kong,1,2,FIFA World Cup qualification,Beirut,Lebanon,TRUE
5/11/1993,Lebanon,Korea Republic,0,1,FIFA World Cup qualification,Beirut,Lebanon,FALSE
5/12/1993,Bulgaria,Israel,2,2,FIFA World Cup qualification,Sofia,Bulgaria,FALSE
5/12/1993,Estonia,Malta,0,1,FIFA World Cup qualification,Tallinn,Estonia,FALSE
5/13/1993,Finland,Austria,3,1,FIFA World Cup qualification,Turku,Finland,FALSE
5/13/1993,India,Korea Republic,0,3,FIFA World Cup qualification,Beirut,Lebanon,TRUE
5/13/1993,Lebanon,Bahrain,0,0,FIFA World Cup qualification,Beirut,Lebanon,FALSE
5/14/1993,Kuwait,Malaysia,2,0,FIFA World Cup qualification,Ta'if,Saudi Arabia,TRUE
5/14/1993,Saudi Arabia,Macau,8,0,FIFA World Cup qualification,Ta'if,Saudi Arabia,FALSE
5/15/1993,Bahrain,India,2,1,FIFA World Cup qualification,Beirut,Lebanon,TRUE
5/15/1993,Hong Kong,Korea Republic,0,3,FIFA World Cup qualification,Beirut,Lebanon,TRUE
5/15/1993,Latvia,Albania,0,0,FIFA World Cup qualification,Riga,Latvia,FALSE
5/16/1993,Kuwait,Macau,8,0,FIFA World Cup qualification,Ta'if,Saudi Arabia,TRUE
5/16/1993,Saudi Arabia,Malaysia,3,0,FIFA World Cup qualification,Ta'if,Saudi Arabia,FALSE
5/18/1993,Lithuania,Ukraine,1,2,Friendly,Vilnius,Lithuania,FALSE
5/18/1993,Macau,Malaysia,0,5,FIFA World Cup qualification,Ta'if,Saudi Arabia,TRUE
5/18/1993,Saudi Arabia,Kuwait,2,0,FIFA World Cup qualification,Ta'if,Saudi Arabia,FALSE
5/19/1993,Estonia,Scotland,0,3,FIFA World Cup qualification,Tallinn,Estonia,FALSE
5/19/1993,San Marino,Poland,0,3,FIFA World Cup qualification,Serravalle,San Marino,FALSE
5/19/1993,Sweden,Austria,1,0,FIFA World Cup qualification,Solna,Sweden,FALSE
5/20/1993,Guadeloupe,Réunion,0,3,Friendly,Créteil,France,TRUE
5/20/1993,Luxembourg,Iceland,1,1,FIFA World Cup qualification,Luxembourg,Luxembourg,FALSE
5/20/1993,Zambia,Malawi,1,1,Friendly,Lusaka,Zambia,FALSE
5/21/1993,Colombia,Venezuela,1,1,Friendly,Bogotá,Colombia,FALSE
5/21/1993,Jamaica,St. Kitts and Nevis,4,1,CFU Caribbean Cup,Kingston,Jamaica,FALSE
5/21/1993,Martinique,St. Lucia,2,0,CFU Caribbean Cup,Montego Bay,Jamaica,TRUE
5/21/1993,Puerto Rico,Sint Maarten,3,0,CFU Caribbean Cup,Kingston,Jamaica,TRUE
5/22/1993,Belgium,Faroe Islands,3,0,FIFA World Cup qualification,Brussels,Belgium,FALSE
5/22/1993,Burkina Faso,Guadeloupe,2,0,Friendly,Créteil,France,TRUE
5/22/1993,Jordan,Yemen,1,1,FIFA World Cup qualification,Irbid,Jordan,FALSE
5/22/1993,New Zealand,Fiji,2,0,Friendly,Napier,New Zealand,FALSE
5/22/1993,Pakistan,China,0,5,FIFA World Cup qualification,Irbid,Jordan,TRUE
5/22/1993,Zambia,Malawi,0,1,Friendly,Lusaka,Zambia,FALSE
5/23/1993,Jamaica,Sint Maarten,2,0,CFU Caribbean Cup,Kingston,Jamaica,FALSE
5/23/1993,Russia,Greece,1,1,FIFA World Cup qualification,Moscow,Russia,FALSE
5/23/1993,St. Kitts and Nevis,Puerto Rico,1,0,CFU Caribbean Cup,Kingston,Jamaica,TRUE
5/23/1993,Trinidad and Tobago,St. Lucia,1,1,CFU Caribbean Cup,Montego Bay,Jamaica,TRUE
5/23/1993,USA,Bolivia,0,0,Friendly,Fullerton,USA,FALSE
5/24/1993,Jordan,Iraq,1,1,FIFA World Cup qualification,Irbid,Jordan,FALSE
5/24/1993,New Zealand,Fiji,5,0,Friendly,Palmerston North,New Zealand,FALSE
5/24/1993,Yemen,Pakistan,5,1,FIFA World Cup qualification,Irbid,Jordan,TRUE
5/24/1993,Zambia,Malawi,4,2,Friendly,Lusaka,Zambia,FALSE
5/25/1993,Azerbaijan,Georgia,1,0,Friendly,Gəncə,Azerbaijan,FALSE
5/25/1993,Jamaica,Puerto Rico,1,0,CFU Caribbean Cup,Kingston,Jamaica,FALSE
5/25/1993,Lithuania,Northern Ireland,0,1,FIFA World Cup qualification,Vilnius,Lithuania,FALSE
5/25/1993,Martinique,Trinidad and Tobago,3,2,CFU Caribbean Cup,Montego Bay,Jamaica,TRUE
5/25/1993,St. Kitts and Nevis,Sint Maarten,2,2,CFU Caribbean Cup,Kingston,Jamaica,TRUE
5/25/1993,St. Vincent and the Grenadines,St. Lucia,4,1,CFU Caribbean Cup,Montego Bay,Jamaica,TRUE
5/26/1993,Albania,Ireland,1,2,FIFA World Cup qualification,Tirana,Albania,FALSE
5/26/1993,Ethiopia,Sudan,1,1,Friendly,Addis Abeba,Ethiopia,FALSE
5/26/1993,Jordan,China,0,3,FIFA World Cup qualification,Irbid,Jordan,FALSE
5/26/1993,USA,Peru,0,0,Friendly,Mission Viejo,USA,FALSE
5/26/1993,Yemen,Iraq,1,6,FIFA World Cup qualification,Irbid,Jordan,TRUE
5/27/1993,Bolivia,Paraguay,2,1,Copa Paz del Chaco,Cochabamba,Bolivia,FALSE
5/28/1993,Jamaica,Trinidad and Tobago,3,0,CFU Caribbean Cup,Kingston,Jamaica,FALSE
5/28/1993,Martinique,St. Kitts and Nevis,1,1,CFU Caribbean Cup,Montego Bay,Jamaica,TRUE
5/28/1993,Pakistan,Iraq,0,8,FIFA World Cup qualification,Irbid,Jordan,TRUE
5/28/1993,Yemen,China,1,0,FIFA World Cup qualification,Irbid,Jordan,TRUE
5/29/1993,Ireland,Hungary,2,4,Friendly,Dublin,Ireland,FALSE
5/29/1993,Poland,England,1,1,FIFA World Cup qualification,Chorzów,Poland,FALSE
5/30/1993,Chile,Colombia,1,1,Friendly,Santiago,Chile,FALSE
5/30/1993,Ecuador,Peru,1,0,Friendly,Quito,Ecuador,FALSE
5/30/1993,Iraq,China,1,0,FIFA World Cup qualification,Irbid,Jordan,TRUE
5/30/1993,Jamaica,Martinique,0,0,CFU Caribbean Cup,Kingston,Jamaica,FALSE
5/30/1993,Jordan,Pakistan,3,1,FIFA World Cup qualification,Irbid,Jordan,FALSE
5/30/1993,New Zealand,Australia,0,1,FIFA World Cup qualification,Auckland,New Zealand,FALSE
5/30/1993,Trinidad and Tobago,St. Kitts and Nevis,3,2,CFU Caribbean Cup,Kingston,Jamaica,TRUE
6/2/1993,Czech Republic,Romania,5,2,FIFA World Cup qualification,Košice,Slovakia,TRUE
6/2/1993,Denmark,Albania,4,0,FIFA World Cup qualification,Copenhagen,Denmark,FALSE
6/2/1993,Iceland,Russia,1,1,FIFA World Cup qualification,Reykjavík,Iceland,FALSE
6/2/1993,Latvia,Northern Ireland,1,2,FIFA World Cup qualification,Riga,Latvia,FALSE
6/2/1993,Lithuania,Spain,0,2,FIFA World Cup qualification,Vilnius,Lithuania,FALSE
6/2/1993,Norway,England,2,0,FIFA World Cup qualification,Oslo,Norway,FALSE
6/2/1993,Scotland,Estonia,3,1,FIFA World Cup qualification,Aberdeen,Scotland,FALSE
6/2/1993,Sweden,Israel,5,0,FIFA World Cup qualification,Solna,Sweden,FALSE
6/2/1993,Turkmenistan,Tajikistan,6,0,Friendly,Ashgabat,Turkmenistan,FALSE
6/5/1993,Bahrain,Lebanon,0,0,FIFA World Cup qualification,Seoul,Korea Republic,TRUE
6/5/1993,Korea Republic,Hong Kong,4,1,FIFA World Cup qualification,Seoul,Korea Republic,FALSE
6/6/1993,Australia,New Zealand,3,0,FIFA World Cup qualification,Melbourne,Australia,FALSE
6/6/1993,Azerbaijan,Tajikistan,2,0,Friendly,Teheran,Iran,TRUE
6/6/1993,Colombia,Chile,1,0,Friendly,Bogotá,Colombia,FALSE
6/6/1993,Faroe Islands,Wales,0,3,FIFA World Cup qualification,Toftir,Faroe Islands,FALSE
6/6/1993,Iran,Bosnia-Herzegovina,1,3,Friendly,Teheran,Iran,FALSE
6/6/1993,Iran,Pakistan,5,0,Friendly,Teheran,Iran,FALSE
6/6/1993,Peru,Bolivia,1,0,Friendly,Lima,Peru,FALSE
6/6/1993,USA,Brazil,0,2,USA Cup,New Haven,USA,FALSE
6/7/1993,Azerbaijan,Kyrgyzstan,3,2,Friendly,Teheran,Iran,TRUE
6/7/1993,India,Bahrain,0,3,FIFA World Cup qualification,Seoul,Korea Republic,TRUE
6/7/1993,Korea Republic,Lebanon,2,0,FIFA World Cup qualification,Seoul,Korea Republic,FALSE
6/7/1993,Pakistan,Turkmenistan,0,4,Friendly,Teheran,Iran,TRUE
6/8/1993,Iran,Turkmenistan,2,1,Friendly,Teheran,Iran,FALSE
6/8/1993,Kyrgyzstan,Tajikistan,1,1,Friendly,Teheran,Iran,TRUE
6/9/1993,Ecuador,Chile,1,2,Friendly,Quito,Ecuador,FALSE
6/9/1993,Hong Kong,Lebanon,1,2,FIFA World Cup qualification,Seoul,Korea Republic,TRUE
6/9/1993,Korea Republic,India,7,0,FIFA World Cup qualification,Seoul,Korea Republic,FALSE
6/9/1993,Latvia,Ireland,0,2,FIFA World Cup qualification,Riga,Latvia,FALSE
6/9/1993,Netherlands,Norway,0,0,FIFA World Cup qualification,Rotterdam,Netherlands,FALSE
6/9/1993,USA,England,2,0,USA Cup,Foxborough,USA,FALSE
6/10/1993,Brazil,Germany,3,3,USA Cup,Washington,USA,TRUE
6/10/1993,Mexico,Paraguay,3,1,Friendly,Mexico City,Mexico,FALSE
6/11/1993,Bahrain,Hong Kong,3,0,FIFA World Cup qualification,Seoul,Korea Republic,TRUE
6/11/1993,India,Lebanon,1,2,FIFA World Cup qualification,Seoul,Korea Republic,TRUE
6/11/1993,Korea Republic,Romania,2,2,Korea Cup,Seoul,Korea Republic,FALSE
6/11/1993,Martinique,Trinidad and Tobago,1,1,Friendly,Fort-de-France,Martinique,FALSE
6/11/1993,Peru,Venezuela,3,1,Friendly,Arequipa,Peru,FALSE
6/12/1993,China,Pakistan,3,0,FIFA World Cup qualification,Chengdu,China,FALSE
6/12/1993,Yemen,Jordan,1,1,FIFA World Cup qualification,Chengdu,China,TRUE
6/13/1993,Bolivia,Chile,1,3,Friendly,La Paz,Bolivia,FALSE
6/13/1993,Brazil,England,1,1,USA Cup,Washington,USA,TRUE
6/13/1993,Hong Kong,India,1,3,FIFA World Cup qualification,Seoul,Korea Republic,TRUE
6/13/1993,Iran,Tajikistan,1,0,Friendly,Teheran,Iran,FALSE
6/13/1993,Korea Republic,Bahrain,3,0,FIFA World Cup qualification,Seoul,Korea Republic,FALSE
6/13/1993,USA,Germany,3,4,USA Cup,Chicago,USA,FALSE
6/14/1993,Iran,Turkmenistan,2,1,Friendly,Teheran,Iran,FALSE
6/14/1993,Iraq,Jordan,4,0,FIFA World Cup qualification,Chengdu,China,TRUE
6/14/1993,Korea Republic,Czech Republic,1,2,Korea Cup,Seoul,Korea Republic,FALSE
6/14/1993,Pakistan,Yemen,0,3,FIFA World Cup qualification,Chengdu,China,TRUE
6/15/1993,Ecuador,Venezuela,6,1,Copa América,Quito,Ecuador,FALSE
6/16/1993,China,Jordan,4,1,FIFA World Cup qualification,Chengdu,China,FALSE
6/16/1993,Colombia,Mexico,2,1,Copa América,Machala,Ecuador,TRUE
6/16/1993,Faroe Islands,Czech Republic,0,3,FIFA World Cup qualification,Toftir,Faroe Islands,FALSE
6/16/1993,Finland,Israel,0,0,FIFA World Cup qualification,Lahti,Finland,FALSE
6/16/1993,Iceland,Hungary,2,0,FIFA World Cup qualification,Reykjavík,Iceland,FALSE
6/16/1993,Iraq,Yemen,3,0,FIFA World Cup qualification,Chengdu,China,TRUE
6/16/1993,Lithuania,Ireland,0,1,FIFA World Cup qualification,Vilnius,Lithuania,FALSE
6/16/1993,Uruguay,USA,1,0,Copa América,Ambato,Ecuador,TRUE
6/17/1993,Argentina,Bolivia,1,0,Copa América,Guayaquil,Ecuador,TRUE
6/18/1993,Brazil,Peru,0,0,Copa América,Cuenca,Ecuador,TRUE
6/18/1993,China,Yemen,1,0,FIFA World Cup qualification,Chengdu,China,FALSE
6/18/1993,Iraq,Pakistan,4,0,FIFA World Cup qualification,Chengdu,China,TRUE
6/18/1993,Paraguay,Chile,1,0,Copa América,Cuenca,Ecuador,TRUE
6/19/1993,Ecuador,USA,2,0,Copa América,Quito,Ecuador,FALSE
6/19/1993,England,Germany,1,2,USA Cup,Pontiac,USA,TRUE
6/19/1993,Korea Republic,Egypt,1,2,Korea Cup,Seoul,Korea Republic,FALSE
6/19/1993,Portugal,Malta,4,0,FIFA World Cup qualification,Porto,Portugal,FALSE
6/19/1993,Uruguay,Venezuela,2,2,Copa América,Ambato,Ecuador,TRUE
6/20/1993,Argentina,Mexico,1,1,Copa América,Guayaquil,Ecuador,TRUE
6/20/1993,China,Iraq,2,1,FIFA World Cup qualification,Chengdu,China,FALSE
6/20/1993,Colombia,Bolivia,1,1,Copa América,Machala,Ecuador,TRUE
6/20/1993,Mali,Senegal,0,2,Friendly,Bamako,Mali,FALSE
6/20/1993,Pakistan,Jordan,0,5,FIFA World Cup qualification,Chengdu,China,TRUE
6/21/1993,Brazil,Chile,2,3,Copa América,Cuenca,Ecuador,TRUE
6/21/1993,Paraguay,Peru,1,1,Copa América,Cuenca,Ecuador,TRUE
6/22/1993,Ecuador,Uruguay,2,1,Copa América,Quito,Ecuador,FALSE
6/22/1993,USA,Venezuela,3,3,Copa América,Quito,Ecuador,TRUE
6/23/1993,Argentina,Colombia,1,1,Copa América,Guayaquil,Ecuador,TRUE
6/23/1993,Costa Rica,Panama,3,1,Friendly,San José,Costa Rica,FALSE
6/23/1993,Iran,Oman,0,0,FIFA World Cup qualification,Teheran,Iran,FALSE
6/23/1993,Mexico,Bolivia,0,0,Copa América,Portoviejo,Ecuador,TRUE
6/24/1993,Brazil,Paraguay,3,0,Copa América,Cuenca,Ecuador,TRUE
6/24/1993,Chile,Peru,0,1,Copa América,Cuenca,Ecuador,TRUE
6/25/1993,Croatia,Ukraine,3,1,Friendly,Zagreb,Croatia,FALSE
6/25/1993,Iran,Taiwan,6,0,FIFA World Cup qualification,Teheran,Iran,FALSE
6/25/1993,Oman,Syria,0,0,FIFA World Cup qualification,Teheran,Iran,TRUE
6/26/1993,Colombia,Uruguay,1,1,Copa América,Guayaquil,Ecuador,TRUE
6/26/1993,Ecuador,Paraguay,3,0,Copa América,Quito,Ecuador,FALSE
6/26/1993,Egypt,Romania,3,2,Korea Cup,Seoul,Korea Republic,TRUE
6/26/1993,Korea Republic,Czech Republic,1,0,Korea Cup,Seoul,Korea Republic,FALSE
6/27/1993,Brazil,Argentina,1,1,Copa América,Guayaquil,Ecuador,TRUE
6/27/1993,Iran,Syria,1,1,FIFA World Cup qualification,Teheran,Iran,FALSE
6/27/1993,Oman,Taiwan,2,1,FIFA World Cup qualification,Teheran,Iran,TRUE
6/27/1993,Peru,Mexico,2,4,Copa América,Quito,Ecuador,TRUE
6/28/1993,Korea Republic,Egypt,0,1,Korea Cup,Seoul,Korea Republic,FALSE
6/29/1993,Costa Rica,Mexico,0,2,Friendly,San José,Costa Rica,FALSE
6/30/1993,Ecuador,Mexico,0,2,Copa América,Quito,Ecuador,FALSE
7/1/1993,Colombia,Argentina,0,0,Copa América,Guayaquil,Ecuador,TRUE
7/2/1993,Estonia,Latvia,0,2,Baltic Cup,Pärnu,Estonia,FALSE
7/2/1993,Oman,Iran,0,1,FIFA World Cup qualification,Damascus,Syria,TRUE
7/2/1993,Syria,Taiwan,8,1,FIFA World Cup qualification,Damascus,Syria,FALSE
7/3/1993,Ecuador,Colombia,0,1,Copa América,Portoviejo,Ecuador,FALSE
7/3/1993,Latvia,Lithuania,0,0,Baltic Cup,Pärnu,Estonia,TRUE
7/3/1993,Nigeria,Algeria,4,1,FIFA World Cup qualification,Lagos,Nigeria,FALSE
7/4/1993,Argentina,Mexico,2,1,Copa América,Guayaquil,Ecuador,TRUE
7/4/1993,Estonia,Lithuania,2,1,Baltic Cup,Pärnu,Estonia,FALSE
7/4/1993,Gabon,Mali,0,2,Friendly,Moanda,Gabon,FALSE
7/4/1993,Jamaica,Costa Rica,1,1,Friendly,Kingston,Jamaica,FALSE
7/4/1993,Syria,Oman,2,1,FIFA World Cup qualification,Damascus,Syria,FALSE
7/4/1993,Zambia,Morocco,2,1,FIFA World Cup qualification,Lusaka,Zambia,FALSE
7/4/1993,Zimbabwe,Cameroon,1,0,FIFA World Cup qualification,Harare,Zimbabwe,FALSE
7/4/1993,Gibraltar,Jersey,1,2,Island Games,Isle of Wight,England,TRUE
7/4/1993,Ynys Môn,Greenland,0,1,Island Games,Isle of Wight,England,TRUE
7/4/1993,Isle of Wight,Isle of Man,1,0,Island Games,Isle of Wight,England,FALSE
7/4/1993,Åland Islands,Shetland,3,1,Island Games,Isle of Wight,England,TRUE
7/5/1993,Jersey,Greenland,4,2,Island Games,Isle of Wight,England,TRUE
7/5/1993,Ynys Môn,Gibraltar,1,0,Island Games,Isle of Wight,England,TRUE
7/5/1993,Isle of Man,Åland Islands,2,0,Island Games,Isle of Wight,England,TRUE
7/5/1993,Isle of Wight,Shetland,2,0,Island Games,Isle of Wight,England,FALSE
7/6/1993,Malawi,Swaziland,3,1,Friendly,Blantyre,Malawi,FALSE
7/6/1993,Syria,Iran,1,1,FIFA World Cup qualification,Damascus,Syria,FALSE
7/6/1993,Greenland,Gibraltar,5,0,Island Games,Isle of Wight,England,TRUE
7/6/1993,Jersey,Ynys Môn,2,2,Island Games,Isle of Wight,England,TRUE
7/6/1993,Shetland,Isle of Man,1,5,Island Games,Isle of Wight,England,TRUE
7/6/1993,Isle of Wight,Åland Islands,0,2,Island Games,Isle of Wight,England,FALSE
7/7/1993,Ivory Coast,Niger,3,2,Friendly,Abidjan,Ivory Coast,FALSE
7/8/1993,Malawi,Swaziland,1,1,Friendly,Lilongwe,Malawi,FALSE
7/8/1993,Shetland,Gibraltar,1,0,Island Games,Isle of Wight,England,TRUE
7/8/1993,Isle of Wight,Ynys Môn,1,1,Island Games,Isle of Wight,England,FALSE
7/9/1993,Greenland,Åland Islands,1,2,Island Games,Isle of Wight,England,TRUE
7/9/1993,Jersey,Isle of Man,5,1,Island Games,Isle of Wight,England,TRUE
7/10/1993,Honduras,Panama,5,1,Gold Cup,Dallas,USA,TRUE
7/10/1993,Malawi,Swaziland,0,1,Friendly,Mzuzu,Malawi,FALSE
7/10/1993,USA,Jamaica,1,0,Gold Cup,Dallas,USA,FALSE
7/11/1993,Benin,Cameroon,0,3,African Cup of Nations qualification,Cotonou,Benin,FALSE
7/11/1993,Burundi,Guinea,2,2,African Cup of Nations qualification,Bujumbura,Burundi,FALSE
7/11/1993,Canada,Costa Rica,1,1,Gold Cup,Mexico City,Mexico,TRUE
7/11/1993,Congo DR,Kenya,0,1,African Cup of Nations qualification,Kinshasa,Zaïre,FALSE
7/11/1993,Egypt,Morocco,1,1,African Cup of Nations qualification,Alexandria,Egypt,FALSE
7/11/1993,Gabon,Niger,3,0,African Cup of Nations qualification,Libreville,Gabon,FALSE
7/11/1993,Lesotho,Mozambique,1,1,African Cup of Nations qualification,Maseru,Lesotho,FALSE
7/11/1993,Mali,Malawi,2,1,African Cup of Nations qualification,Bamako,Mali,FALSE
7/11/1993,Mexico,Martinique,9,0,Gold Cup,Mexico City,Mexico,FALSE
7/11/1993,Senegal,Sierra Leone,1,1,African Cup of Nations qualification,Dakar,Senegal,FALSE
7/11/1993,Zambia,South Africa,3,0,African Cup of Nations qualification,Lusaka,Zambia,FALSE
7/11/1993,Zimbabwe,Mauritius,2,0,African Cup of Nations qualification,Harare,Zimbabwe,FALSE
7/13/1993,Peru,Uruguay,1,2,Friendly,Lima,Peru,FALSE
7/14/1993,Brazil,Paraguay,2,0,Friendly,Rio de Janeiro,Brazil,FALSE
7/14/1993,Honduras,Jamaica,1,3,Gold Cup,Dallas,USA,TRUE
7/14/1993,USA,Panama,2,1,Gold Cup,Dallas,USA,FALSE
7/15/1993,Canada,Martinique,2,2,Gold Cup,Mexico City,Mexico,TRUE
7/15/1993,Mexico,Costa Rica,1,1,Gold Cup,Mexico City,Mexico,FALSE
7/17/1993,Jamaica,Panama,1,1,Gold Cup,Dallas,USA,TRUE
7/17/1993,Senegal,Morocco,1,3,FIFA World Cup qualification,Dakar,Senegal,FALSE
7/17/1993,Uganda,Nigeria,0,0,African Cup of Nations qualification,Kampala,Uganda,FALSE
7/17/1993,Uruguay,Peru,3,0,Friendly,Montevideo,Uruguay,FALSE
7/17/1993,USA,Honduras,1,0,Gold Cup,Dallas,USA,FALSE
7/18/1993,Costa Rica,Martinique,3,1,Gold Cup,Mexico City,Mexico,TRUE
7/18/1993,Ecuador,Brazil,0,0,FIFA World Cup qualification,Guayaquil,Ecuador,FALSE
7/18/1993,Guinea,Cameroon,0,1,FIFA World Cup qualification,Conakry,Guinea,FALSE
7/18/1993,Ivory Coast,Algeria,1,0,FIFA World Cup qualification,Abidjan,Ivory Coast,FALSE
7/18/1993,Mexico,Canada,8,0,Gold Cup,Mexico City,Mexico,FALSE
7/18/1993,Venezuela,Bolivia,1,7,FIFA World Cup qualification,Puerto Ordaz,Venezuela,FALSE
7/21/1993,USA,Costa Rica,1,0,Gold Cup,Dallas,USA,FALSE
7/22/1993,Mexico,Jamaica,6,1,Gold Cup,Mexico City,Mexico,FALSE
7/24/1993,Nigeria,Ethiopia,6,0,African Cup of Nations qualification,Lagos,Nigeria,FALSE
7/24/1993,Uganda,Sudan,1,0,African Cup of Nations qualification,Kampala,Uganda,FALSE
7/25/1993,Algeria,Senegal,4,0,African Cup of Nations qualification,Tlemcen,Algeria,FALSE
7/25/1993,Benin,Gabon,1,2,African Cup of Nations qualification,Cotonou,Benin,FALSE
7/25/1993,Bolivia,Brazil,2,0,FIFA World Cup qualification,La Paz,Bolivia,FALSE
7/25/1993,Cameroon,Niger,2,0,African Cup of Nations qualification,Yaoundé,Cameroon,FALSE
7/25/1993,Congo DR,Lesotho,7,0,African Cup of Nations qualification,Kinshasa,Zaïre,FALSE
7/25/1993,Jamaica,Costa Rica,1,1,Gold Cup,Mexico City,Mexico,TRUE
7/25/1993,Liberia,Ghana,0,2,African Cup of Nations qualification,Monrovia,Liberia,FALSE
7/25/1993,Malawi,Morocco,0,2,African Cup of Nations qualification,Lilongwe,Malawi,FALSE
7/25/1993,Mali,Egypt,2,1,African Cup of Nations qualification,Bamako,Mali,FALSE
7/25/1993,Mauritius,South Africa,1,3,African Cup of Nations qualification,Mapou,Mauritius,FALSE
7/25/1993,Mexico,USA,4,0,Gold Cup,Mexico City,Mexico,FALSE
7/25/1993,Venezuela,Uruguay,0,1,FIFA World Cup qualification,San Cristóbal,Venezuela,FALSE
7/25/1993,Zimbabwe,Zambia,1,1,African Cup of Nations qualification,Harare,Zimbabwe,FALSE
7/28/1993,France,Russia,3,1,Friendly,Caen,France,FALSE
7/29/1993,Malawi,Swaziland,3,0,Friendly,Blantyre,Malawi,FALSE
7/31/1993,Canada,Australia,2,1,FIFA World Cup qualification,Edmonton,Canada,FALSE
8/1/1993,Colombia,Paraguay,0,0,FIFA World Cup qualification,Barranquilla,Colombia,FALSE
8/1/1993,Peru,Argentina,0,1,FIFA World Cup qualification,Lima,Peru,FALSE
8/1/1993,Uruguay,Ecuador,0,0,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
8/1/1993,Venezuela,Brazil,1,5,FIFA World Cup qualification,San Cristóbal,Venezuela,FALSE
8/7/1993,Senegal,Zambia,0,0,FIFA World Cup qualification,Abidjan,Ivory Coast,TRUE
8/8/1993,Bolivia,Uruguay,3,1,FIFA World Cup qualification,La Paz,Bolivia,FALSE
8/8/1993,Brazil,Mexico,1,1,Friendly,Maceió,Brazil,FALSE
8/8/1993,Ecuador,Venezuela,5,0,FIFA World Cup qualification,Quito,Ecuador,FALSE
8/8/1993,Guinea,Sierra Leone,1,0,Friendly,Conakry,Guinea,FALSE
8/8/1993,Paraguay,Argentina,1,3,FIFA World Cup qualification,Asunción,Paraguay,FALSE
8/8/1993,Peru,Colombia,0,1,FIFA World Cup qualification,Lima,Peru,FALSE
8/8/1993,Zimbabwe,Swaziland,2,0,Friendly,Harare,Zimbabwe,FALSE
8/9/1993,Guinea,Sierra Leone,4,0,Friendly,Conakry,Guinea,FALSE
8/11/1993,Faroe Islands,Norway,0,7,Friendly,Toftir,Faroe Islands,FALSE
8/11/1993,Sweden,Switzerland,1,2,Friendly,Borås,Sweden,FALSE
8/15/1993,Australia,Canada,2,1,FIFA World Cup qualification,Sydney,Australia,FALSE
8/15/1993,Bolivia,Ecuador,1,0,FIFA World Cup qualification,La Paz,Bolivia,FALSE
8/15/1993,Colombia,Argentina,2,1,FIFA World Cup qualification,Barranquilla,Colombia,FALSE
8/15/1993,Congo,Guinea,0,0,African Cup of Nations qualification,Pointe-Noire,Congo,FALSE
8/15/1993,Paraguay,Peru,2,1,FIFA World Cup qualification,Asunción,Paraguay,FALSE
8/15/1993,Uruguay,Brazil,1,1,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
8/22/1993,Argentina,Peru,2,1,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE
8/22/1993,Bolivia,Venezuela,7,0,FIFA World Cup qualification,La Paz,Bolivia,FALSE
8/22/1993,Brazil,Ecuador,2,0,FIFA World Cup qualification,São Paulo,Brazil,FALSE
8/22/1993,Paraguay,Colombia,1,1,FIFA World Cup qualification,Asunción,Paraguay,FALSE
8/22/1993,Sweden,France,1,1,FIFA World Cup qualification,Solna,Sweden,FALSE
8/25/1993,Austria,Finland,3,0,FIFA World Cup qualification,Vienna,Austria,FALSE
8/25/1993,Denmark,Lithuania,4,0,FIFA World Cup qualification,Copenhagen,Denmark,FALSE
8/29/1993,Argentina,Paraguay,0,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE
8/29/1993,Brazil,Bolivia,6,0,FIFA World Cup qualification,Recife,Brazil,FALSE
8/29/1993,Colombia,Peru,4,0,FIFA World Cup qualification,Barranquilla,Colombia,FALSE
8/29/1993,Uruguay,Venezuela,4,0,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
8/31/1993,Iceland,USA,0,1,Friendly,Reykjavík,Iceland,FALSE
9/5/1993,Argentina,Colombia,0,5,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE
